@relation 'SMILEfeatures-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-V-R12,26,31,32,48,58,63,69,77,78,82,84,85,90,91,92,122,128,129,130,134,150,166,169,173,177,185,205,217,224,229,234,236,268,278,280,282,287,307,342,365,367,371,392,396,397,405,407,411,414,415,420,435,455,459,465,467,473,474,478,481,490,491,519,525,526,541,557,559,561,565,571,576,579,584,601,607,620,636,641,643,652,656,658,673,759,768,770,771,804,813,837,866,912,960,977,983,996,1000,1007,1014,1015,1030,1035,1051,1057,1061,1071,1087,1100,1109,1118,1119,1122,1127,1157,1167,1168,1194,1196,1206,1220,1224,1226,1234,1236,1238,1239,1247,1248,1250,1260,1264,1270,1277,1309'

@attribute pcm_intensity_sma_skewness numeric
@attribute pcm_loudness_sma_linregc1 numeric
@attribute pcm_loudness_sma_skewness numeric
@attribute pcm_loudness_sma_kurtosis numeric
@attribute mfcc_sma[1]_linregerrQ numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_amean numeric
@attribute mfcc_sma[2]_skewness numeric
@attribute mfcc_sma[3]_max numeric
@attribute mfcc_sma[3]_min numeric
@attribute mfcc_sma[3]_amean numeric
@attribute mfcc_sma[3]_linregc2 numeric
@attribute mfcc_sma[3]_linregerrA numeric
@attribute mfcc_sma[3]_quartile1 numeric
@attribute mfcc_sma[3]_quartile2 numeric
@attribute mfcc_sma[3]_quartile3 numeric
@attribute mfcc_sma[5]_linregc2 numeric
@attribute mfcc_sma[5]_quartile1 numeric
@attribute mfcc_sma[5]_quartile2 numeric
@attribute mfcc_sma[5]_quartile3 numeric
@attribute mfcc_sma[6]_max numeric
@attribute mfcc_sma[6]_iqr1-2 numeric
@attribute mfcc_sma[7]_quartile1 numeric
@attribute mfcc_sma[7]_iqr1-2 numeric
@attribute mfcc_sma[8]_min numeric
@attribute mfcc_sma[8]_amean numeric
@attribute mfcc_sma[8]_quartile1 numeric
@attribute mfcc_sma[9]_quartile2 numeric
@attribute mfcc_sma[10]_linregc2 numeric
@attribute mfcc_sma[10]_quartile2 numeric
@attribute mfcc_sma[11]_max numeric
@attribute mfcc_sma[11]_amean numeric
@attribute mfcc_sma[11]_linregc2 numeric
@attribute lspFreq_sma[0]_min numeric
@attribute lspFreq_sma[0]_skewness numeric
@attribute lspFreq_sma[0]_quartile1 numeric
@attribute lspFreq_sma[0]_quartile3 numeric
@attribute lspFreq_sma[1]_min numeric
@attribute lspFreq_sma[2]_range numeric
@attribute lspFreq_sma[3]_iqr1-3 numeric
@attribute lspFreq_sma[5]_maxPos numeric
@attribute lspFreq_sma[5]_amean numeric
@attribute lspFreq_sma[5]_linregerrQ numeric
@attribute lspFreq_sma[6]_skewness numeric
@attribute lspFreq_sma[6]_quartile3 numeric
@attribute lspFreq_sma[6]_iqr1-2 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma[7]_linregc2 numeric
@attribute lspFreq_sma[7]_skewness numeric
@attribute lspFreq_sma[7]_quartile2 numeric
@attribute lspFreq_sma[7]_quartile3 numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_iqr1-2 numeric
@attribute voiceProb_sma_iqr2-3 numeric
@attribute F0_sma_range numeric
@attribute F0_sma_linregerrA numeric
@attribute F0_sma_stddev numeric
@attribute F0_sma_iqr1-2 numeric
@attribute F0_sma_iqr2-3 numeric
@attribute F0env_sma_range numeric
@attribute F0env_sma_amean numeric
@attribute F0env_sma_quartile2 numeric
@attribute F0env_sma_quartile3 numeric
@attribute pcm_loudness_sma_de_amean numeric
@attribute pcm_loudness_sma_de_skewness numeric
@attribute pcm_loudness_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_linregerrA numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[2]_linregc2 numeric
@attribute mfcc_sma_de[2]_linregerrQ numeric
@attribute mfcc_sma_de[2]_quartile1 numeric
@attribute mfcc_sma_de[3]_max numeric
@attribute mfcc_sma_de[3]_amean numeric
@attribute mfcc_sma_de[3]_linregerrA numeric
@attribute mfcc_sma_de[3]_quartile1 numeric
@attribute mfcc_sma_de[4]_skewness numeric
@attribute mfcc_sma_de[4]_iqr2-3 numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_linregerrA numeric
@attribute mfcc_sma_de[6]_quartile1 numeric
@attribute mfcc_sma_de[6]_quartile3 numeric
@attribute mfcc_sma_de[7]_amean numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[7]_skewness numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[12]_iqr2-3 numeric
@attribute lspFreq_sma_de[0]_linregc2 numeric
@attribute lspFreq_sma_de[0]_linregerrQ numeric
@attribute lspFreq_sma_de[0]_stddev numeric
@attribute lspFreq_sma_de[2]_amean numeric
@attribute lspFreq_sma_de[2]_quartile2 numeric
@attribute lspFreq_sma_de[4]_max numeric
@attribute lspFreq_sma_de[5]_stddev numeric
@attribute lspFreq_sma_de[7]_iqr1-3 numeric
@attribute F0_sma_de_linregerrQ numeric
@attribute F0env_sma_de_linregc2 numeric
@attribute F0env_sma_de_quartile1 numeric
@attribute f0skewx numeric
@attribute f0Varx numeric
@attribute f0Ampskewx numeric
@attribute LHmeanx numeric
@attribute LHRate numeric
@attribute LH2skewx numeric
@attribute LH3Minx numeric
@attribute f0deltaskewx numeric
@attribute f0AmpDeltameanx numeric
@attribute f0AmpDeltakurtx numeric
@attribute LHdeltakurtx numeric
@attribute LH3deltameanx numeric
@attribute StepUskewx numeric
@attribute StepOqmeanx numeric
@attribute StepArmsx numeric
@attribute StepAqmeanx numeric
@attribute StepAVarx numeric
@attribute StepU2meanx numeric
@attribute StepOdeltameanx numeric
@attribute StepAdeltameanx numeric
@attribute StepAdeltarmsx numeric
@attribute f0Delta2Maxx numeric
@attribute f0Delta2Rangex numeric
@attribute f0AmpDelta2Rangex numeric
@attribute LHDelta2skewx numeric
@attribute LH2Delta2Maxx numeric
@attribute LH2Delta2Rangex numeric
@attribute LH3Delta2Maxx numeric
@attribute LH3Delta2Rangex numeric
@attribute LH3Delta2rmsx numeric
@attribute LH3Delta2qmeanx numeric
@attribute StepUDelta2meanx numeric
@attribute StepUDelta2rmsx numeric
@attribute StepUDelta2skewx numeric
@attribute StepODelta2skewx numeric
@attribute StepADelta2Maxx numeric
@attribute StepADelta2skewx numeric
@attribute StepU2Delta2meanx numeric
@attribute emotion {A,N,H,S,B,D,F}

@data
3.614123,-0.001037,0.896053,3.358636,147.9788,13.44364,-9.389204,-0.658967,22.03757,-33.61,-6.160171,-10.62934,8.866722,-14.53594,-4.444138,1.483157,-24.39246,-31.43439,-21.13022,-11.75438,11.47127,10.22474,-35.06438,9.384954,-41.83315,-8.755406,-17.89635,-2.151006,-5.09962,-4.092772,22.63115,-7.34115,-8.889178,0.131453,1.133679,0.205353,0.395509,0.233616,0.823131,0.186456,495,1.985323,0.017811,0.854168,2.443413,0.048579,2.789253,2.79405,0.59276,2.780066,2.823494,0.0275,0.028333,0.212531,459.7471,129.5819,146.1447,156.8627,131.4489,432.8826,308.5302,299.0531,338.406,0.000402,0.546616,4.3992,1.665221,0.003973,-0.041873,4.438519,-1.144204,7.935013,0.002452,1.558911,-1.177208,-0.402402,1.602432,-0.47838,2.667824,-1.547563,2.503378,-0.007933,10.59902,-0.567492,0.053698,1.685621,-0.000855,0.000713,0.026711,-0.000115,0,0.134127,0.02933,0.017442,1431.438,1.545974,-1.006915,0.02,4236.68,0.98,114.31,27.73,1.31,1,1.65,-1.99,0.98,1.68,-98.83,-0.66,1.42,2.42,0.21,3671.17,40.82,-1.5,0.14,0.61,22.63,59.83,117.98,1.68,89786.68,174555.7,11767.29,30785.1,30.53,0,-56.87,2.13,2.78,2.04,7.75,1.8,-8.61,S
3.484947,0.00045,0.867204,3.082032,177.4705,13.74589,-7.820621,-0.555238,27.908,-22.56454,-0.36981,0.684981,6.470414,-6.370752,0,4.212854,-16.97712,-37.30994,-16.60059,-3.064395,9.354671,16.54097,-29.9833,10.31195,-36.97551,-9.038202,-16.12132,-0.175916,-2.991274,0,20.00867,-4.384098,-3.727317,0.126495,0.621799,0.214795,0.468311,0.277232,0.815201,0.197676,188,2.012827,0.018148,-0.438791,2.447045,0.049705,2.771944,2.767043,-0.632091,2.786136,2.797551,0.030833,0.1775,0.410461,449.6137,120.7404,138.3598,0,249.3745,403.135,241.1536,273.2183,349.9835,0.000246,0.248968,4.770894,1.57861,-0.019332,0.004325,3.445721,-1.092825,5.307132,0.016411,1.212004,-0.92571,-0.468096,0.972622,-0.591931,1.985384,-1.193212,1.67457,0.013037,6.710659,-0.393203,-0.015284,0.965512,-0.002021,0.000983,0.031381,-0.000149,0,0.137682,0.027773,0.013414,996.2919,1.573495,0,-0.91,2350.79,0.96,122.69,45.42,1.36,1,1.48,-6.04,0.21,0.7,-241.64,-0.5,1.38,1.14,0.08,876.53,19.6,-3.75,-0.95,0.25,22.27,56.68,155.39,1.5,77766.11,178434.09,3354.93,10859.38,11.64,1,-64.65,2.5,2.59,1.76,8,1.83,-4.61,S
3.145295,0.000014,0.885189,3.132576,198.2628,26.953,-3.217632,-0.329815,22.21848,-38.1268,-4.768851,-5.035932,8.427028,-11.25481,-0.586709,0.449632,-16.39764,-28.82387,-16.21185,-0.227053,11.90974,13.07712,-31.00949,9.640337,-40.37573,-8.144925,-16.15143,0,-1.638244,0,20.15558,-5.837052,-6.048017,0.12411,1.191938,0.202865,0.357215,0.213656,1.032194,0.203923,599,2.047572,0.018815,0.74308,2.446966,0.057026,2.795555,2.798053,-0.128106,2.792516,2.823355,0.025,0.098333,0.315598,473.4968,139.6464,148.1529,108.9577,166.115,448.7442,304.3532,298.7821,335.2405,0.000095,0.301292,5.131915,1.619004,-0.010519,0.018039,4.222948,-1.012038,6.810005,0.012666,1.388244,-0.848925,-0.480221,1.31804,-0.652615,1.995135,-1.199542,1.548635,-0.00087,6.449651,-0.309401,0.029647,1.106943,-0.001541,0.000933,0.030563,-0.000143,0,0.165024,0.02652,0.013101,1021.743,1.51499,-0.463505,-0.66,2719.72,0.64,149.64,55.07,1.45,1,1.7,-2.14,1.16,0.78,-125.29,-0.7,1.83,1.97,0.08,2885.43,32.08,-1.67,-0.61,0.54,28.83,58.89,153.74,1.66,111185.95,266867.74,6066.99,18470.07,16.56,1,-65.6,2.45,2.74,1.9,14.12,1.72,-7.14,S
6.558412,0.000237,0.982272,4.172801,193.9536,29.14387,-4.096424,-0.589092,26.99659,-34.51444,-2.131077,-2.332553,9.213519,-10.14625,-1.345951,5.742018,-29.4423,-34.40933,-21.68358,-13.30587,7.717485,8.804688,-37.62465,10.25124,-53.42799,-11.18061,-20.07207,-4.127766,-2.987133,-4.189167,20.44308,-8.127355,-6.4535,0.110535,0.966192,0.189858,0.44458,0.211746,1.001685,0.192854,481,2.028895,0.019856,0.421718,2.503593,0.064229,2.822818,2.835874,0.195494,2.816747,2.882324,0.026667,0.016667,0.189079,461.7604,127.51,142.0188,224.3237,56.54152,442.3327,269.9375,280.5414,323.5002,0.00044,0.536377,6.166826,1.731091,0.009521,0.013946,3.74614,-1.02784,7.110831,0.007731,1.59609,-1.202762,-0.40768,1.364278,-0.458065,2.410109,-1.817671,1.910503,-0.022554,8.263891,-0.315498,-0.030925,1.451532,-0.000216,0.000945,0.030739,-0.000179,0,0.103971,0.026618,0.017117,1006.559,0.90705,-1.432632,-0.7,1765.01,0.42,175.86,101.66,7.07,1,1.91,-1.62,1.66,1.6,-29.16,-0.53,1.29,1.78,0.06,2362.11,20.47,-5.55,-0.23,0.41,28,60.32,170.87,1.86,236022.94,709992.75,3753.67,10082.9,8.76,1.11,-69.04,2.62,3.32,2.2,15.39,1.91,-4.5,S
7.122015,-0.00024,1.556272,5.88243,201.3789,13.70586,-6.988419,-0.9297,19.93904,-32.6925,-1.696159,-0.988829,6.249033,-5.286337,0,2.825765,-18.08942,-28.45903,-16.43824,0,21.04566,11.58592,-34.07834,15.06866,-38.52027,-4.706376,-12.77886,0,-6.030055,0,28.91057,-4.483572,0.183609,0.108399,1.048381,0.219672,0.427106,0.285035,0.853012,0.182381,422,2.025143,0.024575,0.837696,2.48805,0.039772,2.804009,2.785873,0.825555,2.792516,2.830396,0.026667,0.209167,0.449284,463.4734,138.317,151.6703,0,269.1776,439.646,267.5246,277.3601,384.2578,0.000333,0.453117,6.803027,1.537327,0.003174,0.002109,4.006708,-0.83182,6.480394,0.002351,1.077462,-0.72097,-0.357619,1.044325,-0.726458,1.908165,-0.974545,1.265297,-0.002493,8.440444,-0.26959,0.002688,1.028376,-0.000379,0.000993,0.031517,-0.000127,0,0.158725,0.032336,0.010027,973.3963,1.021718,0,-0.16,4718.08,0.82,177.88,77.9,6.06,1,1.49,-3.53,-0.32,-0.08,-78.3,-0.47,1.2,2.15,0.12,3051.32,33.92,-1.29,-0.46,0.62,27.13,61.76,210.01,1.45,708301.98,2035945.75,14869.31,41080.3,37.82,1,-87.12,3.58,2.06,1.76,9.91,1.37,-7.41,S
3.925804,0.000128,1.047665,3.733614,167.7299,15.46119,-9.050405,-0.729092,17.53885,-34.79918,-5.128874,-4.228498,8.529513,-12.95904,-3.104421,0.825967,-21.37093,-31.98623,-21.11674,-10.10437,11.64132,12.0348,-33.50227,12.863,-39.03526,-6.480214,-15.80733,-0.951113,-5.267237,-2.75333,28.47591,-9.012388,-2.52837,0.115176,0.600861,0.22788,0.457703,0.222762,0.846377,0.212934,762,2.025238,0.031641,0.352084,2.477417,0.058394,2.808306,2.812928,0.629757,2.792516,2.855239,0.026667,0.088333,0.42828,469.4991,130.1174,145.7971,0,263.7758,438.3992,280.4009,302.7202,327.7008,-0.0001,0.692033,6.504703,1.657334,0.005739,0.001493,5.04408,-1.080727,5.662005,-0.006996,1.379501,-0.937208,-0.250426,1.446039,-0.391909,2.235243,-1.44891,1.78213,0.001131,9.003302,-0.709598,-0.038699,1.329595,-0.00102,0.000779,0.027909,-0.000078,0,0.112012,0.035326,0.017067,1155.003,1.053824,0,-0.66,1914.06,1.29,97.35,34.44,2.28,1,1.7,-4.36,1.18,1.75,-174.37,-0.54,1.9,3.4,0.17,7906.07,49.64,-5.53,-0.58,0.95,26.94,61.35,183.21,1.79,143716.51,420038.06,9239.61,25902.01,27.24,5.38,-71.69,2.77,2.49,1.86,41.97,1.69,-10.8,S
8.530203,0.000615,1.36012,5.148396,113.168,15.91322,-6.987925,-0.856608,19.36787,-45.39874,-5.450117,-4.399889,9.00631,-11.46344,-0.492293,0,-9.651468,-27.91989,-15.54201,0,20.91842,12.22742,-33.88283,13.90423,-44.27516,-4.552668,-10.7768,0,-2.551418,0,19.20377,-7.463173,-6.354974,0.108887,0.881488,0.21281,0.349084,0.221089,0.831358,0.253245,204,1.98292,0.023638,-0.333084,2.443413,0.053478,2.797817,2.796907,0.596016,2.792516,2.818724,0.025833,0.052083,0.323254,429.1588,118.0855,133.7645,72.55919,183.9282,393.8358,268.3183,266.024,295.3662,0.000075,0.815432,6.703863,1.231568,-0.000064,-0.004811,5.609094,-0.815723,7.743649,-0.000473,1.413892,-0.938898,-0.706572,0.84829,-0.270792,1.90462,-1.035585,1.261664,-0.00251,8.803695,0.085805,0.026348,0.883874,-0.00066,0.000491,0.02216,0.000074,0,0.10495,0.029359,0.011157,790.0941,1.001763,-0.148894,-0.6,2739.92,0.86,108.8,32.22,5.21,1,2.01,-2.24,2.23,3.06,-669.89,-0.63,2.31,5.84,0.2,25405.51,79.48,-3.08,-0.77,1.42,24.16,48.66,193.53,1.78,1011649.11,2770409.94,30557.75,75372.28,65.14,0,-74.3,2.83,2.87,2.27,51.37,2.02,-16.69,S
8.942178,0.000776,1.204065,4.945816,131.346,16.94028,-5.656671,-0.966955,25.74154,-30.20757,-0.903179,3.475028,6.742344,-5.244232,0,3.229743,-11.76711,-29.32527,-17.41589,0,14.67934,15.16691,-27.34195,11.86695,-47.75056,-6.155054,-13.28815,0,-3.95002,0,24.53336,-2.540506,5.537425,0.130065,0.575785,0.219463,0.375269,0.309684,0.819881,0.193053,705,2.039074,0.015935,-0.319163,2.443413,0.064124,2.780659,2.748599,0.589359,2.792516,2.792516,0.0275,0.15875,0.355173,435.4143,102.4863,126.4945,0,225.3007,401.6167,223.1088,245.5107,288.9328,0.000266,1.355507,11.81284,1.301074,0.002054,0.075185,3.420375,-0.605151,7.155847,-0.008247,1.121425,-0.658317,-0.383434,1.015022,-1.044918,1.841348,-0.784336,1.374875,-0.008333,5.855161,-0.171279,0.054374,0.776049,-0.001374,0.00059,0.02431,-0.00002,0,0.16559,0.0263,0.009728,821.981,0.988568,0,0.05,2232.55,0.71,169.53,47.43,2.22,1,1.78,-3.47,1.68,1.49,-337.41,-0.48,1.52,1.51,0.08,1550.58,29.28,-9.56,-0.15,0.4,19.99,55.64,116.96,1.46,787067,1126549.47,8471.68,14541.55,14.59,2.43,-69.25,2.7,2.76,2.37,24.13,2.75,-5.51,S
7.12476,0.001139,2.062879,8.861712,160.3108,12.40762,-6.539273,-0.8343,23.22946,-32.9608,-4.151124,-3.762241,8.710353,-11.63418,0,1.414742,-13.38491,-31.03702,-20.04897,-0.505689,10.65598,12.41388,-32.05368,10.96653,-42.08125,-4.464514,-11.26575,0,-2.734991,-3.720058,44.3057,-4.983848,-5.794369,0.10272,0.726617,0.209745,0.393058,0.225506,0.744364,0.179324,598,2.029988,0.017235,0.971629,2.449603,0.042448,2.780267,2.782929,0.090962,2.791915,2.793857,0.025833,0.096667,0.422095,454.1724,123.5632,142.9903,0,252.5244,431.2888,283.1644,296.5616,337.5665,0.001086,1.57426,11.99607,1.446122,0.014731,-0.008415,5.300573,-0.954119,6.62287,-0.005568,1.393321,-0.970519,-0.131231,1.251416,-0.431045,1.953831,-1.281364,1.416456,-0.024143,7.08084,-0.368762,0.04816,1.091271,-0.000358,0.00076,0.027574,-0.000133,0,0.133035,0.030112,0.010274,951.6605,1.479718,0,0.86,3149.24,2.28,130.19,62.49,4.23,1,1.7,-3.98,6.54,1.42,-881.61,-0.4,1.61,3.03,0.14,6419.4,51.52,-3.83,-1.71,0.71,20.96,57.85,289.89,1.47,880029.04,2126371.76,12951.08,36369.38,41.04,0,-78.44,3.2,2.38,2.16,18.46,2.1,-12.67,S
9.150622,0.000062,1.307361,6.2463,165.0964,17.11067,-6.174493,-0.903007,24.24765,-43.99104,-6.187075,-10.04231,9.971877,-14.96646,-4.546333,1.104874,-20.83283,-31.09372,-21.07845,-11.68319,15.42853,11.51095,-36.21034,9.960077,-52.20223,-8.592743,-17.84061,0,-3.473197,-3.426883,27.20354,-10.2408,-7.787005,0.105543,0.935931,0.194502,0.366382,0.218874,0.902236,0.210396,754,1.993979,0.026993,0.660043,2.469232,0.04142,2.802209,2.804394,0.855766,2.792516,2.833931,0.026667,0.026667,0.240564,477.8542,134.2608,149.2222,197.5309,83.17262,440.5325,303.8966,292.85,360.8065,0.00081,0.121665,8.310818,1.770613,0.005525,-0.038867,6.203136,-1.554625,8.170052,-0.009145,1.713897,-1.387956,-0.609508,1.706496,-0.428557,2.462659,-1.71458,2.059899,0.001231,11.30725,-0.388053,-0.004235,1.525638,-0.000297,0.000804,0.028347,-0.000022,0,0.143825,0.03737,0.019345,1182.247,1.014584,-1.468257,0.66,3250.23,3.03,116.56,57.38,6.33,1,2.04,-4.48,4.79,3.06,59.71,-0.07,1.34,3.26,0.13,7699.55,44.26,-3.29,0.33,0.77,38.65,96.95,297.41,1.81,903879.39,1641224.28,8959.03,22476.3,17.91,0,-70.36,2.79,3.26,2.91,29.15,2.43,-8.87,S
3.288811,0.000428,1.243443,3.591914,143.0947,17.98347,-5.438026,-1.084531,25.49455,-39.5313,-3.843461,-2.585865,7.239962,-9.470352,0,0,-10.63194,-25.66587,-9.833772,0,10.77831,18.25022,-26.95794,16.09377,-45.1885,-2.878286,-8.779815,0,-2.434757,0,19.84797,-5.10879,-1.013885,0.116054,0.769716,0.231797,0.408657,0.214368,0.942432,0.138323,1037,2.037269,0.019389,0.870067,2.443413,0.033373,2.793185,2.782577,0.763191,2.792516,2.809149,0.0275,0.165833,0.411539,444.4444,110.0362,136.8493,0,238.5763,421.6011,305.3525,340.5417,369.6918,0.000553,0.284831,7.200124,1.11454,-0.005141,-0.000952,3.415844,-0.569248,6.25893,0.009121,1.058594,-0.531455,-0.817811,0.798704,-0.555368,1.536193,-0.523072,0.950363,-0.011722,5.449419,-0.23992,0.006485,0.743143,0.000024,0.000418,0.020435,-0.000114,0,0.114893,0.027674,0.008091,596.5139,0.930476,0,-0.45,2309.64,0.34,118.94,55.34,3.48,1,1.48,-1.33,1.27,1.37,-136.63,-0.54,1.88,1.89,0.09,2464.79,40.29,-4.8,-0.35,0.46,25.72,65.78,140.04,1.49,203412.22,484414.79,3422.05,13103.59,15.59,0,-63.99,2.48,2.45,2.02,12.15,2.41,-8.6,S
5.637248,0.000222,1.240834,3.953351,120.2085,19.72615,-7.891575,-1.104705,17.79359,-35.83548,-4.805733,-1.256341,7.159915,-9.41658,0,0,-12.35566,-28.52158,-12.83714,0,8.117585,15.48066,-26.00447,17.26094,-39.49052,-7.654417,-15.54399,0,-7.290783,-1.119105,55.53916,-4.278986,-3.057831,0.125263,0.974149,0.230963,0.349084,0.212287,0.983036,0.219825,409,2.00915,0.02029,-0.83283,2.443413,0.098164,2.764795,2.766069,-1.226847,2.792171,2.792516,0.025833,0.155,0.486845,484.8485,151.1842,164.8771,0,302.8544,447.1792,372.7155,389.4884,411.579,-0.000135,0.351368,9.241344,1.039403,-0.00268,-0.037424,4.129753,-0.459605,7.460402,0.010803,0.991856,-0.486885,-0.575691,0.801446,-0.56019,1.581163,-0.623614,1.062016,0.01118,6.823871,-0.217421,0.074115,0.686595,0.000426,0.000384,0.019597,0.000233,0,0.097527,0.025574,0.006843,861.0853,1.216835,0,0.1,4153.81,1.4,111.6,37.07,2.36,1,1.56,-3.04,2.7,1.49,197.74,-0.3,1.04,4.05,0.17,12607.97,42.91,-1.61,-0.6,1.05,44.88,100.25,417.75,1.49,420695.91,927494.84,19468.82,71292.42,46.63,1,-91.85,3.96,2.44,2.66,29.47,1.89,-8.73,S
4.509703,0.00076,1.136737,4.040861,167.3744,17.36809,-7.349632,-0.632259,20.24352,-42.63021,-5.808307,0.33305,7.373773,-11.31864,-4.30736,0,-14.80506,-33.56358,-18.68403,-5.167868,8.386138,14.63363,-29.86909,16.36223,-40.93641,-8.792612,-17.22506,-3.448069,-3.405956,-7.202243,54.81123,-5.210244,-2.363391,0.126598,0.977184,0.192042,0.380505,0.219555,0.809893,0.201717,198,2.005609,0.016388,-0.395774,2.443413,0.063579,2.757183,2.756095,-0.555668,2.759122,2.792516,0.034167,0.072292,0.313222,473.3611,146.8117,159.8108,106.4975,208.4522,441.6398,358.2609,372.4461,404.3739,0.000316,0.102248,5.834689,1.479416,0.004907,-0.040694,4.172401,-1.022042,5.80967,0.00286,1.323652,-1.029417,-0.364341,1.295929,-0.520657,2.218638,-1.517687,1.636188,-0.021981,8.501095,-0.290466,0.032963,1.306981,-0.000022,0.000648,0.02546,-0.00012,0,0.119886,0.026599,0.012646,1104.348,1.796571,-0.385548,-0.67,3580.52,0.89,156.19,69.41,2.39,1,1.51,-7.69,1.09,1.37,-239.85,-0.48,0.92,2.6,0.08,5373.87,29.71,-2.16,-1.28,0.56,29.4,79,298.82,1.62,228149.95,567912.63,5938.61,12847.61,14.39,2.7,-86.32,3.51,2.59,3.13,20.69,2.17,-6.65,S
3.830293,-0.008509,0.998049,4.149429,55.42483,7.20992,-11.81559,-0.93461,18.42033,-34.57,-11.99813,-8.087065,9.124495,-20.06884,-12.72409,-4.580757,-39.2604,-41.1879,-32.31326,-22.3232,5.882565,11.65049,-39.50207,17.80396,-37.53178,-11.60189,-19.55986,-3.062526,3.009041,-3.507636,31.31742,-5.783607,8.443829,0.14474,0.776073,0.173871,0.277903,0.200098,0.570302,0.205436,130,1.92904,0.012022,-1.284852,2.407081,0.084087,2.748635,2.756264,0.327888,2.745437,2.780024,0.039167,0.015,0.160908,452.9505,93.41219,142.7729,133.198,69.88828,390.105,352.7668,368.8954,387.6736,-0.001137,1.023103,5.376428,1.454708,-0.021383,-0.295417,4.783796,-1.259966,5.407216,-0.023652,1.577165,-1.214271,-1.576359,1.471485,0.056074,2.492609,-2.045271,2.60328,0.090587,7.292035,-0.050692,0.296998,1.757459,-0.000742,0.000228,0.01515,-0.00007,0.004757,0.05078,0.027699,0.022183,1845.007,7.436182,-4.959167,-0.61,5026.42,1.59,72,72.37,2.65,1,2.48,-3.15,7.61,11.92,-36.84,0.77,1.43,8.4,0.29,51504.99,53.78,4.42,-0.13,1.88,13.33,49.29,517.03,2.45,622157.19,1352193.73,5846.47,19369.3,26.47,1,-113.59,5.13,3.91,2.47,70.58,2.5,-11.28,S
6.442225,-0.000242,1.288783,4.665145,167.0277,22.42995,-10.04749,-0.435076,19.14222,-41.4712,-6.294978,-8.743627,8.065857,-12.48244,-4.286732,0,-17.62629,-25.55068,-14.00823,0,14.10766,13.079,-26.58376,12.27579,-44.22017,-6.757614,-15.76283,0,-3.508658,-5.447826,23.15194,-6.625404,-9.626725,0.118721,0.858062,0.229403,0.409033,0.236188,0.948228,0.209779,663,1.997237,0.016113,-0.996999,2.443413,0.085145,2.767309,2.759859,0.174842,2.769367,2.792516,0.03,0.091667,0.327657,484.8485,138.7494,151.9976,0,269.7809,462.8469,337.8343,353.0475,409.8756,0.000061,1.037555,8.889955,1.324337,-0.008354,-0.009463,5.014122,-0.956655,7.929591,0.000132,1.265145,-0.843724,-1.038177,1.221696,-0.233484,2.042815,-1.351319,1.500575,-0.005678,8.38798,-0.535821,-0.035122,1.021726,-0.000402,0.000546,0.023362,-0.000101,0,0.137746,0.02575,0.012957,1054.266,0.912524,0,0.05,5171.69,2.61,108.94,34.14,4.7,1,1.59,-4.63,4.36,1.83,-220.01,-0.08,1.41,4.46,0.22,14286.39,54,-3.82,-1.29,1.08,26.99,68.63,447.1,1.56,551272.21,1123771.9,17692.1,36018.09,36.2,1,-80.1,3.47,2.59,2.22,42.74,2.21,-11.24,S
6.889997,-0.000019,1.097522,4.198842,132.972,19.85708,-6.306836,-0.730346,16.09622,-41.21298,-6.433837,-2.971358,7.913005,-12.6104,-4.040877,0,-7.151729,-24.63918,-7.357546,0,5.115894,17.21887,-27.64574,14.81669,-48.16118,-7.289469,-14.66115,0,-10.57078,-1.409793,22.04014,-8.037702,-9.364622,0.141346,0.91542,0.223592,0.349084,0.247995,0.97884,0.191871,637,2.035754,0.012612,-1.127965,2.443413,0.096484,2.768455,2.775566,-0.383706,2.788102,2.792516,0.028333,0.12125,0.407929,457.1428,127.1082,141.7605,0,259.5071,425.5973,283.1821,316.9763,355.7302,0.000111,0.803595,9.296793,1.17712,-0.003466,0.00876,4.303181,-0.745951,5.2632,-0.011284,1.024393,-0.537418,-0.493014,0.896591,-0.493613,1.83189,-0.898898,1.349789,-0.00673,7.109003,-0.531671,-0.022375,0.824976,-0.000564,0.000541,0.023251,-0.000108,0,0.132765,0.022073,0.010013,871.2926,1.09803,0,-0.07,4611.66,1.86,118.57,24.14,3.15,1,1.55,-2.02,5.24,1.43,-178.23,-0.31,0.75,2.09,0.11,3229.07,40.19,-2.84,-1.01,0.52,34.77,84.01,238.17,1.62,124495.69,497571.72,10754.67,22943.27,21.41,2.45,-49.93,2.13,2.89,2.16,20.05,2.61,-8.89,S
